epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,274.524,1.57393,2.76328,1.46714,0.74446,0.08182,0.17174,0.08076,1.815,3.28868,1.49318,0.00058,0.00058,0.00058
2,508.429,1.56266,2.04412,1.43846,0.64194,0.0697,0.15179,0.0736,1.75318,3.26214,1.84847,0.00116832,0.00116832,0.00116832
